phrase,cluster_label
china indicates user experience positively,4
experiences like flow,4
conditional role trust government,4
ac enables development affective,4
concerns negatively impact acceptance,4
theory reasoned action investigate personalities,4
emotion dependent mechanism,4
factors meaningful anticipate complacent,4
focused human trust automation simulated,4
estimate participants reported trust agent,4
trust civil aviation,4
literature trust automation,4
group llc,4
multiple factors influence trust,4
human factors,4
cause decision making biases use,4
decisions expose person,4
purport help person various phases,4
particular decision interrupt ongoing,4
various phases decision,4
important machines deployed social,4
social value orientation,4
making leave final decision hands,4
people come develop trust,4
trust schemas based robot,4
surprising event trust work,4
partner attribution blame following negative,4
negative outcome,4
trust decision,4
biased type incentive promised,4
interviews individuals consider use decision,4
group llc,4
objective trust indicators,4
acceptance human,4
gap develop integrated ai acceptance,4
structural equation,4
positive impact attitudes chatgpt,4
subjective norms notably,4
perceive emotion,4
trust emerged crucial factor steering,4
recent findings social robotics virtual,4
human life ways,4
processes helps people make decisions,4
factors design,4
understanding motivation goal congruent,4
frameworks offer useful,4
equation modeling,4
group llc,4
replace humans decision making,4
risk proximal antecedents perceived expertise,4
action metaphorical decision making,4
effect familiarity,4
perception emotion heuristics defense,4
defense planning non,4
personal decision task,4
degrees freedom,4
judgement objective non,4
reveals nature,4
uk limited trading,4
decision aids undoubtedly,4
warehouses based unified theory acceptance,4
leveraging theoretical framework planned behavior,4
secondary evaluative,4
consideration cognitive factors,4
acceptance avoidance,4
decision making organizations facilitating human,4
evaluative criteria,4
greatest trust role clarity preferred,4
distrust ai human vs,4
particular involve,4
considering impact design building trust,4
significant positive effect job,4
examine nonhuman,4
planned behaviour tested,4
account user reaction learn,4
acceptance said technologies enterprise context,4
trust role,4
distrust ai human vs,4
considering impact design building trust,4
appropriate selection important,4
decision making processes,4
based trustworthiness physiological,4
users react differently influence nonhuman,4
group llc,4
aims explore determinants user behaviors,4
tended positively,4
trust significantly,4
ratings discriminate mental,4
multiple modalities facial expressions voice,4
way development trust aware,4
self esteem threat turn results,4
application contexts brittleness ml trusted,4
communal attitudes apprehensions transportable behaviour,4
cluster investigation comprehend attitudes possible,4
potential develop trustworthy control,4
decision aids training procedures,4
infer human trust workload,4
social service robots,4
different service contexts anthropomorphism,4
anthropomorphism effect trust construct effort,4
decision process pomdp,4
using factorial design,4
human factors,4
positive experiences encountered,4
negative reaction user,4
selection commonly performed,4
preferences based,4
contribute developing global socially acceptable,4
human lead decrease trust,4
social psychological issues current fa,4
various trust repair strategies,4
experiencing emotion,4
argue normative role,4
performance feedback trust automation self,4
self confidence manual control perceived,4
increase users acceptance decision,4
decision making model used,4
understand humans acceptance artificial,4
wrongly believes positive,4
vulnerabilities deception,4
trust machine key point,4
papers highlighted individual trust,4
point encourage acceptance autonomous,4
technology related user acceptance,4
tactical judgments decisions,4
individual trust,4
perceived fairness decision perceived,4
simon work motivated,4
herbert simon overlapping,4
participants trustworthiness perceptions,4
probability machine better,4
situation awareness trust,4
trust automated leadership agents,4
algorithm based decision making,4
trust formation humans machines,4
decisions properly assess,4
robots knowledge capabilities transparency,4
stakes high,4
humans complete control managerial decisions,4
acceptance rates steadily increased,4
updates dm belief machine,4
situations dm hesitates,4
positive probability,4
sociodemographic profile users studied factors,4
group llc,4
realm occasional,4
effective apologies,4
demand tools assess public attitudes,4
attitude scale aias concise self,4
forced choice experiment,4
factor analysis,4
omitting item displayed weak correlation,4
addiction change,4
framework review current examples persuasive,4
human decision making,4
responsibility social approval unlikely obtained,4
make informed decisions proposed,4
management consent context,4
loans rejection,4
lack frameworks,4
employees generally advised express positive,4
relationship norm orientation affects expectations,4
adjust decision making,4
foster motivation learn machine,4
psychological acceptance,4
newcomer receptivity includes,4
human receptivity new ai teammate,4
group llc,4
trust recovery failures,4
does trust hats evolve,4
trust develops time team,4
emotion interactions,4
promise denial,4
rejection ai provider triggers,4
symbolic related consumer self concept,4
perfectly matched,4
outcomes user choices,4
